,f_ml,f_v1,ml,v1
585,-0.169970458,0.047762592,-0.185,0.39
586,-0.153526469,0.040705629,-0.19,0.38
587,-0.137126167,0.033749968,-0.205,0.365
588,-0.124586666,0.028307885,-0.22,0.37
589,-0.117857534,0.025213146,-0.185,0.375
590,-0.116365568,0.024461993,-0.16,0.38
591,-0.117277305,0.025229851,-0.155,0.375
592,-0.116553774,0.026154931,-0.155,0.36
593,-0.11041189,0.025795748,-0.165,0.34
594,-0.096685809,0.023114563,-0.16,0.35
595,-0.07563226,0.017830233,-0.125,0.365
596,-0.049922061,0.010524811,-0.08,0.37
597,-0.023834844,0.002466073,-0.065,0.37
598,-0.001933145,-0.004801389,-0.085,0.37
599,0.012347736,-0.009969145,-0.095,0.355
600,0.017743866,-0.012419451,-0.085,0.335
601,0.015521686,-0.012474769,-0.06,0.33
602,0.009060744,-0.011358235,-0.045,0.33
603,0.002816832,-0.010870982,-0.025,0.345
604,0.001009767,-0.012881291,-0.05,0.34
605,0.006450289,-0.018780806,-0.08,0.35
606,0.019856286,-0.029075114,-0.07,0.35
607,0.0398368,-0.043235699,-0.045,0.335
608,0.063503055,-0.059860018,-0.005,0.33
609,0.087471738,-0.077091048,0.01,0.31
610,0.108917751,-0.093167218,0.005,0.285
611,0.126342074,-0.106933298,0.015,0.27
612,0.139835964,-0.118155368,0.045,0.245
613,0.150802173,-0.127544539,0.08,0.225
614,0.16127482,-0.136485152,0.09,0.235
615,0.173102222,-0.146555264,0.11,0.26
616,0.187283799,-0.158991234,0.085,0.27
617,0.203678979,-0.174264365,0.095,0.23
618,0.221162472,-0.191900858,0.115,0.185
619,0.238138481,-0.210598832,0.135,0.165
620,0.253202525,-0.228602386,0.15,0.15
621,0.265694953,-0.244212347,0.155,0.155
622,0.275937806,-0.256271608,0.165,0.145
623,0.285067248,-0.264472548,0.185,0.115
624,0.2945236,-0.269391494,0.205,0.1
625,0.305386999,-0.272241963,0.21,0.13
626,0.317805085,-0.274426993,0.225,0.145
627,0.330729903,-0.277033363,0.24,0.135
628,0.342075148,-0.280427764,0.24,0.115
629,0.349258834,-0.284082104,0.225,0.095
630,0.349961084,-0.286683072,0.215,0.09
631,0.342848674,-0.286492866,0.2,0.1
632,0.328024061,-0.281851182,0.23,0.115
633,0.307044902,-0.271666706,0.225,0.135
634,0.282500726,-0.255751725,0.2,0.125
635,0.257278831,-0.234903215,0.17,0.135
636,0.233752799,-0.210711716,0.145,0.155
637,0.213150557,-0.185160688,0.125,0.19
638,0.195297504,-0.160139049,0.105,0.225
639,0.178805302,-0.137010555,0.075,0.245
640,0.161631164,-0.116360694,0.05,0.26
641,0.141814847,-0.097983446,0.04,0.26
642,0.118149792,-0.081095865,0.045,0.265
643,0.090576408,-0.064701228,0.04,0.295
644,0.060186513,-0.047981631,0.02,0.31
645,0.028862266,-0.030599155,-0.01,0.33
646,-0.001306266,-0.012819726,-0.06,0.325
647,-0.028614484,0.004567108,-0.085,0.35
648,-0.052146586,0.020495405,-0.085,0.37
649,-0.071867316,0.033951209,-0.095,0.37
650,-0.088399711,0.044276576,-0.12,0.395
651,-0.102601564,0.051357597,-0.14,0.405
652,-0.115122828,0.055645883,-0.14,0.39
653,-0.126125504,0.058016981,-0.15,0.37
654,-0.135277877,0.059518727,-0.145,0.38
655,-0.142022722,0.061092555,-0.125,0.4
656,-0.146006325,0.06335319,-0.13,0.405
657,-0.147484622,0.066487965,-0.14,0.425
658,-0.147521825,0.07029545,-0.16,0.43
659,-0.147867982,0.074338067,-0.17,0.415
660,-0.150520515,0.078149344,-0.19,0.405
661,-0.157098449,0.081423205,-0.18,0.42
662,-0.168240876,0.084123328,-0.17,0.435
663,-0.183250937,0.086480356,-0.165,0.445
664,-0.200136195,0.088883239,-0.2,0.435
665,-0.216067509,0.0917058,-0.195,0.425
666,-0.228134879,0.095129847,-0.175,0.43
667,-0.234170577,0.09902624,-0.2,0.445
668,-0.233376497,0.102935893,-0.225,0.45
669,-0.226548494,0.106160515,-0.235,0.455
670,-0.215818726,0.107938251,-0.205,0.455
671,-0.20399535,0.107652893,-0.175,0.435
672,-0.193713308,0.105014799,-0.175,0.43
673,-0.18667368,0.100159808,-0.16,0.425
674,-0.183219024,0.093636468,-0.15,0.435
675,-0.182377452,0.086284226,-0.16,0.435
676,-0.182347664,0.079036442,-0.195,0.425
677,-0.181245973,0.072702988,-0.22,0.41
678,-0.177847224,0.067792084,-0.205,0.4
679,-0.172055892,0.064418859,-0.18,0.395
680,-0.164940722,0.062322659,-0.17,0.4
681,-0.158322439,0.060983936,-0.18,0.42
682,-0.15406477,0.05980366,-0.18,0.41
683,-0.153327288,0.058291451,-0.185,0.395
684,-0.156055555,0.056207731,-0.19,0.375
685,-0.160902559,0.05362024,-0.18,0.375
686,-0.165623268,0.050861603,-0.185,0.395
687,-0.167814492,0.048404721,-0.185,0.395
688,-0.165745334,0.046697451,-0.185,0.395
689,-0.158985066,0.0460101,-0.18,0.38
690,-0.148600467,0.046344853,-0.18,0.37
691,-0.136841865,0.047436484,-0.16,0.37
692,-0.126415367,0.048844335,-0.14,0.385
693,-0.119585376,0.050105534,-0.145,0.385
694,-0.11741407,0.050898165,-0.14,0.385
695,-0.119399976,0.051157734,-0.155,0.365
696,-0.123640681,0.051103323,-0.16,0.36
697,-0.127462892,0.051157961,-0.145,0.375
698,-0.128300483,0.051782818,-0.12,0.39
699,-0.124515888,0.053275757,-0.115,0.395
700,-0.115882955,0.055601227,-0.14,0.385
701,-0.103572458,0.058313976,-0.165,0.375
702,-0.089661162,0.060613585,-0.14,0.36
703,-0.076356869,0.061527028,-0.09,0.385
704,-0.065232888,0.060174375,-0.06,0.395
705,-0.056758447,0.05604182,-0.07,0.395
706,-0.050298205,0.049177427,-0.095,0.365
707,-0.04457487,0.040242727,-0.07,0.355
708,-0.038409632,0.030393795,-0.055,0.34
709,-0.031442627,0.021016983,-0.03,0.33
710,-0.024533927,0.013391216,-0.025,0.35
711,-0.019658357,0.008375082,-0.04,0.335
712,-0.019296259,0.00621325,-0.075,0.335
713,-0.025518916,0.006522522,-0.08,0.305
714,-0.039098318,0.00846269,-0.08,0.31
715,-0.058984261,0.011038502,-0.07,0.325
716,-0.08237727,0.013435665,-0.08,0.34
717,-0.105419975,0.01528122,-0.11,0.335
718,-0.124304268,0.016742252,-0.14,0.335
719,-0.136428921,0.018430589,-0.175,0.315
720,-0.141205016,0.021147606,-0.18,0.315
721,-0.140213782,0.0255603,-0.17,0.33
722,-0.136640459,0.031926814,-0.16,0.355
723,-0.13416322,0.039975333,-0.16,0.365
724,-0.135676268,0.048987268,-0.17,0.365
725,-0.142295317,0.058060223,-0.18,0.35
726,-0.153001165,0.066454057,-0.185,0.355
727,-0.16505045,0.073880986,-0.18,0.365
728,-0.175000256,0.08060651,-0.18,0.38
729,-0.179957934,0.087284822,-0.185,0.395
730,-0.178569876,0.094545407,-0.205,0.405
731,-0.171347246,0.102447415,-0.21,0.395
732,-0.160171519,0.109990184,-0.205,0.395
733,-0.147144988,0.114883066,-0.17,0.405
734,-0.133233133,0.1137228,-0.155,0.415
735,-0.117275191,0.102611849,-0.14,0.39
736,-0.09585283,0.078107473,-0.13,0.355
737,-0.064216516,0.038263147,-0.095,0.3
738,-0.018064216,-0.016544767,-0.035,0.255
739,0.044411599,-0.083291733,0.055,0.185
740,0.120999537,-0.15665439,0.13,0.13
741,0.205194862,-0.230026499,0.2,0.06
742,0.287557291,-0.296993448,0.25,-0.02
743,0.358544388,-0.352897968,0.31,-0.095
744,0.412097698,-0.396063425,0.37,-0.145
745,0.448859726,-0.428296199,0.42,-0.17
746,0.477826587,-0.454459179,0.45,-0.19
747,0.515559509,-0.48115347,0.52,-0.205
748,0.582730568,-0.514799053,0.59,-0.235
749,0.69859087,-0.559594839,0.72,-0.315
750,0.874680945,-0.615905997,0.905,-0.385
751,1.109515036,-0.679545612,1.12,-0.445
752,1.385904819,-0.742203919,1.385,-0.475
753,1.672020958,-0.792985301,1.62,-0.51
754,1.926351533,-0.820719173,1.845,-0.525
755,2.105654759,-0.816496447,2.025,-0.565
756,2.174120871,-0.775809116,2.14,-0.555
757,2.111518877,-0.699759129,2.19,-0.49
758,1.918254076,-0.595031984,2.06,-0.375
759,1.61598216,-0.472639423,1.74,-0.235
760,1.243530622,-0.345741414,1.245,-0.065
761,0.849069098,-0.227078913,0.715,0.05
762,0.480419382,-0.126628565,0.315,0.14
763,0.175841682,-0.050011002,0.12,0.17
764,-0.042542643,0.002027919,0.01,0.22
765,-0.171272594,0.033027221,-0.06,0.255
766,-0.223683883,0.049352825,-0.14,0.28
767,-0.224460336,0.058307979,-0.19,0.28
768,-0.202258735,0.066316786,-0.215,0.285
769,-0.182428883,0.077616312,-0.19,0.315
770,-0.181645759,0.09371503,-0.195,0.345
771,-0.205589094,0.113645931,-0.215,0.35
772,-0.249870723,0.134828868,-0.255,0.365
773,-0.303504289,0.154216179,-0.3,0.365
774,-0.353591537,0.169360756,-0.29,0.36
775,-0.389719443,0.179115937,-0.29,0.38
776,-0.406836866,0.183821249,-0.305,0.4
777,-0.405985935,0.184997611,-0.315,0.405
778,-0.392989557,0.184717938,-0.325,0.4
779,-0.3758107,0.184894909,-0.335,0.395
780,-0.361623378,0.186721404,-0.335,0.4
781,-0.354596417,0.190421426,-0.32,0.405
782,-0.355036126,0.195351627,-0.325,0.425
783,-0.360006462,0.200376545,-0.345,0.42
784,-0.365032317,0.204360911,-0.38,0.425
785,-0.36616048,0.206601442,-0.39,0.405
786,-0.361598299,0.207059253,-0.38,0.4
787,-0.352367981,0.206334277,-0.365,0.415
788,-0.341810066,0.205415014,-0.36,0.425
789,-0.33419493,0.205309542,-0.375,0.435
790,-0.333007661,0.206694778,-0.375,0.43
791,-0.339560488,0.209703829,-0.39,0.41
792,-0.352439296,0.213915311,-0.37,0.41
793,-0.367970269,0.218535363,-0.38,0.415
794,-0.381519093,0.222698247,-0.365,0.44
795,-0.389141332,0.225775966,-0.39,0.445
796,-0.388987899,0.227590844,-0.39,0.435
797,-0.381967742,0.228463973,-0.395,0.43
798,-0.371439838,0.22909128,-0.38,0.425
799,-0.36204961,0.230297171,-0.37,0.43
800,-0.358120203,0.232753801,-0.375,0.445
801,-0.3621564,0.236760772,-0.395,0.46
802,-0.373971621,0.242155042,-0.415,0.46
803,-0.390727783,0.248374315,-0.435,0.44
804,-0.407863504,0.254645659,-0.425,0.44
805,-0.420587351,0.260231824,-0.415,0.455
806,-0.425430143,0.264652719,-0.405,0.47
807,-0.421342009,0.267812235,-0.405,0.47
808,-0.409983552,0.269995028,-0.415,0.475
809,-0.395136094,0.271741679,-0.425,0.46
810,-0.381447777,0.27364885,-0.41,0.465
811,-0.372942651,0.276161921,-0.4,0.47
812,-0.37178172,0.279425574,-0.395,0.48
813,-0.377663443,0.283235142,-0.4,0.48
814,-0.388026636,0.287097106,-0.41,0.485
815,-0.398950594,0.290372649,-0.41,0.465
816,-0.406426438,0.29245463,-0.42,0.475
817,-0.407570939,0.292922259,-0.395,0.47
818,-0.401397811,0.291629459,-0.39,0.49
819,-0.388929612,0.288707127,-0.395,0.49
820,-0.372663469,0.284487473,-0.42,0.475
821,-0.355615756,0.279381153,-0.405,0.455
822,-0.34029461,0.273748543,-0.37,0.445
823,-0.327948351,0.267803326,-0.33,0.46
824,-0.318319757,0.261572051,-0.325,0.455
825,-0.309947712,0.254913616,-0.33,0.445
826,-0.300867034,0.247584398,-0.34,0.43
827,-0.289429775,0.239323774,-0.325,0.41
828,-0.274947134,0.229933215,-0.29,0.4
829,-0.257933082,0.219329275,-0.265,0.39
830,-0.239884697,0.207562631,-0.255,0.395
831,-0.222702972,0.194807263,-0.24,0.39
832,-0.207981806,0.181331731,-0.255,0.375
833,-0.19643075,0.167466268,-0.24,0.34
834,-0.187639532,0.153575629,-0.23,0.315
835,-0.180263399,0.140040753,-0.215,0.315
836,-0.172556004,0.127245693,-0.195,0.32
837,-0.163054925,0.115562772,-0.19,0.305
838,-0.151175189,0.105329838,-0.19,0.29
839,-0.137503088,0.096818107,-0.17,0.27
840,-0.123690092,0.090195346,-0.155,0.255
841,-0.111985292,0.085494151,-0.135,0.26
842,-0.104565667,0.082596663,-0.13,0.27
843,-0.102886095,0.081244246,-0.135,0.28
844,-0.107256532,0.0810742,-0.16,0.275
845,-0.116770597,0.081677653,-0.175,0.25
846,-0.129589445,0.08266602,-0.18,0.245
847,-0.143469884,0.083730189,-0.175,0.255
848,-0.156354754,0.084678011,-0.17,0.28
849,-0.166837958,0.085441419,-0.19,0.27
850,-0.174373902,0.086052763,-0.22,0.27
851,-0.179197657,0.086598287,-0.235,0.25
852,-0.182021922,0.087162624,-0.24,0.255
853,-0.183645097,0.087780124,-0.23,0.275
854,-0.184620032,0.088406299,-0.22,0.285
855,-0.185093931,0.088916649,-0.245,0.28
856,-0.184854543,0.089132346,-0.255,0.275
857,-0.183536145,0.088864931,-0.28,0.265
858,-0.180881411,0.087967274,-0.245,0.265
859,-0.176941757,0.086376618,-0.225,0.265
860,-0.172131708,0.084137899,-0.215,0.265
861,-0.167117193,0.081400798,-0.235,0.29
862,-0.162587176,0.078390812,-0.26,0.275
863,-0.159005534,0.075361226,-0.255,0.255
864,-0.156447498,0.072537672,-0.25,0.26
865,-0.154590108,0.070068854,-0.25,0.26
866,-0.152863092,0.067995608,-0.235,0.285
867,-0.15070038,0.066246013,-0.235,0.27
868,-0.147789158,0.064657953,-0.26,0.26
869,-0.144210687,0.063023754,-0.265,0.255
870,-0.140407104,0.061145953,-0.26,0.25
871,-0.136977003,0.058890362,-0.25,0.255
872,-0.134374006,0.056223177,-0.245,0.27
873,-0.132629348,0.053222825,-0.25,0.265
874,-0.131222069,0.050063804,-0.26,0.26
875,-0.129174935,0.046977062,-0.26,0.255
876,-0.125374572,0.044197666,-0.255,0.24
877,-0.119027408,0.041913824,-0.24,0.24
878,-0.110100268,0.040230707,-0.225,0.255
879,-0.099580208,0.039158148,-0.24,0.25
880,-0.089431211,0.038624388,-0.265,0.255
881,-0.082215022,0.038510517,-0.26,0.255
882,-0.080452417,0.038694542,-0.25,0.24
883,-0.085894216,0.03909153,-0.25,0.24
884,-0.0989165,0.039677879,-0.245,0.255
885,-0.118234093,0.040492664,-0.25,0.25
886,-0.141043168,0.041615541,-0.265,0.255
887,-0.163581098,0.043126659,-0.285,0.235
888,-0.181965965,0.045057747,-0.275,0.235
889,-0.193088548,0.047343965,-0.255,0.25
890,-0.195304954,0.049783953,-0.245,0.265
891,-0.188728267,0.052012042,-0.24,0.275
892,-0.175029437,0.053483872,-0.255,0.255
893,-0.156799178,0.053476088,-0.27,0.25
894,-0.136652064,0.051102487,-0.26,0.24
895,-0.116332482,0.045351832,-0.225,0.255
896,-0.096085525,0.035154237,-0.205,0.26
897,-0.074482048,0.019480953,-0.215,0.245
898,-0.048756815,-0.002524529,-0.205,0.22
899,-0.015569377,-0.0313976,-0.175,0.17
900,0.02802761,-0.067212127,-0.125,0.135
901,0.083691858,-0.109484279,-0.065,0.09
902,0.151230013,-0.157157548,-0.01,0.06
903,0.228542701,-0.208695519,0.06,0.025
904,0.312105261,-0.262286879,0.125,-0.025
905,0.39786112,-0.316137345,0.2,-0.095
906,0.482285194,-0.368793308,0.295,-0.16
907,0.563321626,-0.419421295,0.38,-0.205
908,0.640928241,-0.467964062,0.465,-0.235
909,0.717061873,-0.51511268,0.535,-0.27
910,0.795086124,-0.562072693,0.61,-0.335
911,0.878736226,-0.610153416,0.685,-0.395
912,0.97089367,-0.660260134,0.78,-0.445
913,1.072475535,-0.712405013,0.89,-0.495
914,1.181717808,-0.765362475,0.995,-0.525
915,1.294037145,-0.816573089,1.07,-0.565
916,1.402518065,-0.862349598,1.145,-0.615
917,1.498928749,-0.898370704,1.245,-0.67
918,1.575054294,-0.920379079,1.37,-0.695
919,1.62407722,-0.924947667,1.465,-0.71
920,1.641740567,-0.910156532,1.485,-0.675
921,1.627091193,-0.876037603,1.44,-0.63
922,1.582698175,-0.824693142,1.335,-0.57
923,1.51434578,-0.760063589,1.235,-0.525
924,1.430287066,-0.687393898,1.175,-0.47
925,1.340196942,-0.612506675,1.1,-0.39
926,1.253979416,-0.541021756,1.035,-0.285
927,1.18057135,-0.477659837,0.965,-0.21
928,1.12685951,-0.425736057,0.91,-0.17
929,1.096803779,-0.386899124,0.875,-0.155
930,1.090845534,-0.361117676,0.855,-0.135
931,1.105674959,-0.346871989,0.865,-0.13
932,1.134424218,-0.341485075,0.87,-0.09
933,1.167331088,-0.34152446,0.895,-0.085
934,1.192868769,-0.343219605,0.915,-0.085
935,1.199261112,-0.342860553,0.935,-0.095
936,1.176210345,-0.337160933,0.905,-0.085
937,1.116580212,-0.323576123,0.855,-0.07
938,1.017730405,-0.300563653,0.765,-0.04
939,0.882213142,-0.267762347,0.635,-0.015
940,0.717630982,-0.226057254,0.46,0.01
941,0.535607205,-0.177497699,0.255,0.055
942,0.350006315,-0.125050899,0.05,0.125
943,0.174717872,-0.07220296,-0.13,0.185
944,0.021434104,-0.02245593,-0.285,0.26
945,-0.102125817,0.021197264,-0.4,0.3
946,-0.193178025,0.056720466,-0.47,0.325
947,-0.25383505,0.083311012,-0.535,0.325
948,-0.290108041,0.10144353,-0.565,0.325
949,-0.310215004,0.112669337,-0.58,0.355
950,-0.32261634,0.11921696,-0.615,0.39
951,-0.334247378,0.123487068,-0.635,0.395
952,-0.349344891,0.127559878,-0.685,0.4
953,-0.369091652,0.132827483,-0.695,0.39
954,-0.392078409,0.139828466,-0.695,0.38
955,-0.415369324,0.1483075,-0.72,0.405
956,-0.435813531,0.157463658,-0.715,0.415
957,-0.451209605,0.16630453,-0.735,0.425
958,-0.461006853,0.174001631,-0.77,0.445
959,-0.46638976,0.180151097,-0.785,0.44
960,-0.469787788,0.184878479,-0.785,0.425
961,-0.474022186,0.188775981,-0.785,0.445
962,-0.481395037,0.192709435,-0.785,0.45
963,-0.493019082,0.197566227,-0.805,0.47
964,-0.508587519,0.204025107,-0.83,0.465
965,-0.526626941,0.2124132,-0.845,0.465
966,-0.545116083,0.222681294,-0.865,0.47
967,-0.562239451,0.234487777,-0.87,0.485
968,-0.577012534,0.247347862,-0.86,0.505
969,-0.589570865,0.260788477,-0.875,0.52
970,-0.601036994,0.274454341,-0.895,0.52
971,-0.613024802,0.288134308,-0.915,0.52
972,-0.626961094,0.301709619,-0.92,0.52
973,-0.643461202,0.315055685,-0.9,0.54
974,-0.661972114,0.327945861,-0.905,0.565
975,-0.680803575,0.340003976,-0.93,0.585
976,-0.697537774,0.350733099,-0.95,0.585
977,-0.709685268,0.359618392,-0.965,0.57
978,-0.71537873,0.36627247,-0.965,0.59
979,-0.713889944,0.370572989,-0.975,0.605
980,-0.705818329,0.372740849,-0.98,0.63
981,-0.692907822,0.373324315,-0.985,0.635
982,-0.677565768,0.373083882,-1.015,0.64
983,-0.662244225,0.372805285,-1.04,0.63
984,-0.64887445,0.373092614,-1.035,0.635
985,-0.638512826,0.374202003,-1.03,0.645
986,-0.631275873,0.375965647,-1.025,0.665
987,-0.626543346,0.37782939,-1.02,0.665
988,-0.623325553,0.378993096,-1.03,0.67
989,-0.620650634,0.378612368,-1.03,0.65
990,-0.617839638,0.376002516,-1.025,0.63
991,-0.614593382,0.370786444,-1.005,0.63
992,-0.610892016,0.362946809,-1,0.635
993,-0.606777074,0.35277325,-0.995,0.635
994,-0.602122597,0.340727928,-0.99,0.63
995,-0.596495766,0.327276711,-1.01,0.6
996,-0.589163895,0.312741914,-0.99,0.59
997,-0.57924239,0.29722309,-0.99,0.565
998,-0.565922104,0.280608568,-0.97,0.565
999,-0.548685462,0.26267017,-0.95,0.555
1000,-0.527428635,0.243206546,-0.94,0.525
1001,-0.502447231,0.222185442,-0.93,0.485
